S_MASS,P_PERIOD,P_DISTANCE,P_HABITABLE
0.76,439.29999,1.1144955,0
0.48,17.0431,0.12375,0
1.46,841.0,2.041875,0
1.46,1278.0,2.8348377,0
2.1,184.2,0.810162,0
2.42,144.3,0.722916,0
0.78,499.48,1.3048944,0
0.87,232.08,0.71537886,0
0.81,9.1205,0.081211432,0
0.69,57.435,0.2536125,0
1.01,6.673892,0.070321513,0
1.01,147.747,0.55573172,0
1.01,981.8,1.9731983,0
0.79,41.516,0.2197776,0
1.17,15.572098,0.128569,0
1.17,31.70648,0.2065397,0
1.17,1114.0,2.2156187,0
1.17,1084.0,2.1756602,0
0.43,345.72,1.010328,0
0.43,9017.76,7.77546,0
0.57,7.76,0.06426,0
0.57,15.144,0.10098,0
0.29,8.1352,0.0712635,0
0.29,32.03,0.1782225,0
0.29,431.7,1.0468145,0
1.54,124.6,0.57994425,0
0.93,28.125,0.1787346,0
0.93,67.3,0.3182752,0
2.5,1084.5,2.8337445,0
2.41,2556.5,5.7645855,0
1.63,88.9,0.460575,0
1.63,2131.8,3.875199,0
0.63,17337.5,25.426153,0
0.66,87.19,0.34238675,0
1.74,822.3,2.105145,0
0.42,111.7,0.375138,0
1.17,1560.2,2.83584,0
0.97,5.0505,0.060012,0
1.93,1058.8,3.0244275,0
1.34,302.79999,0.929016,0
1.15,3.58599,0.05016,0
1.15,5.97293,0.06861657,0
1.15,11.23,0.10672584,0
2.1,734.0,2.0710156,0
0.92,19.3044,0.14352417,0
1.23,1.673833,0.0296,0
0.8,14.677286,0.10942993,0
0.77,9.915615,0.083186394,0
0.43,1.974238,0.02309315,0
0.99,8.267704,0.0796,0
1.3,3.313959,0.0475,0
1.17,4.733999,0.0581,0
1.35,39.93767,0.2257,0
0.75,13.86387,0.1027,0
0.88,5.35117,0.0621,0
1.04,5.817685,0.0642,0
0.89,11.391013,0.0954,0
0.95,20.272615,0.143,0
0.69,4.655411,0.0480864,0
0.54,1.2916,0.0189,0
0.54,5.444017,0.0492,0
0.76,50.92092,0.2499,0
0.76,7.727283,0.0698,0
1.01,8.28212,0.0802,0
0.69,9.562742,0.0787644,0
0.72,5.185761,0.0525,0
0.62,2.219282,0.0285,0
0.62,30.951524,0.1649,0
0.39,6.413651,0.049,0
0.49,21.750264,0.1213872,0
0.69,7.385655,0.0656,0
0.72,3.588163,0.0411,0
0.71,5.675819,0.0574812,0
0.36,8.239493,0.05748165,0
0.8,39.91488,0.2114,0
0.7,2.49412,0.0324624,0
0.84,0.36931,0.0095,0
1.08,9.1751,0.087981497,0
0.46,3.07133,0.03194,0
0.46,4.86784,0.04341,0
0.46,11.02454,0.07487,0
0.46,26.5841,0.1346,0
0.74,7.975292,0.070998731,0
0.74,17.307137,0.11941476,0
0.74,25.575065,0.1551315,0
0.46,0.179715,0.0058,0
0.93,2.35322,0.036544712,0
0.93,3.55987,0.046491208,0
0.93,5.40478,0.062392274,0
0.93,8.26144,0.081943248,0
0.93,12.75759,0.11120967,0
0.96,28.380619,0.1796,0
0.47,8.36802,0.0627,0
1.0,6.56918,0.0687,0
0.71,0.2803244,0.0074765787,0
0.71,7.7485,0.068350353,0
0.33,2.6446,0.026072706,0
0.33,4.00498,0.034195385,0
0.58,0.961917,0.0159,0
0.65,4.38395,0.0454,0
0.65,6.9226,0.0616,0
0.65,9.7579,0.0774,0
0.59,11.332,0.083,0
0.72,11.8104,0.091,0
0.46,10.59357,0.0727,0
0.47,3.835476,0.0373,0
0.63,32.6479,0.1716,0
0.55,7.51574,0.0614,0
0.65,3.67626,0.0405,0
0.65,7.95486,0.0677,0
0.65,6.342,0.0562,0
0.65,13.85,0.0946,0
0.65,40.718,0.1937,0
0.66,0.81314,0.0149,0
0.94,0.365257,0.0097937989,0
0.92,10.06049,0.0887,0
0.92,5.90279,0.0622,0
0.9,12.42205,0.1013,0
0.67,7.6188,0.0667,0
0.67,19.07863,0.1229,0
0.98,3.705871,0.046542007,0
0.99,9.283188,0.086136269,0
0.75,9.45889,0.0795,0
0.83,6.673117,0.065176056,0
1.18,17.355066,0.13859719,0
0.83,2.354992,0.032548317,0
0.83,4.382745,0.049245481,0
0.83,14.101361,0.10732715,0
1.07,8.52695,0.0858,0
1.02,9.977481,0.091283067,0
0.88,15.8523,0.11832195,0
0.99,6.380803,0.06708697,0
0.71,17.96753,0.119,0
0.96,7.576544,0.074458463,0
0.96,12.400047,0.10340674,0
0.89,5.628466,0.059552444,0
0.93,14.316941,0.11260838,0
0.93,29.62682,0.18286359,0
0.88,5.868699,0.06100494,0
0.7,19.562307,0.126,0
1.09,9.525988,0.090488158,0
0.94,5.329439,0.058479884,0
1.21,14.155185,0.12200615,0
0.95,8.747818,0.081661481,0
0.82,5.172191,0.054772665,0
0.36,32.939623,0.145758,1
0.36,8.962,0.066627,0
0.72,8.867209,0.0753,0
0.99,6.894256,0.0706,0
0.88,4.736837,0.0529,0
0.93,0.469269,0.011533251,0
0.93,10.792635,0.0932,0
0.93,22.631964,0.1527,0
0.86,16.995731,0.1229,0
0.98,10.616646,0.093880734,0
1.02,41.474219,0.23599082,0
0.98,0.77392,0.0164,0
0.98,2.872042,0.0392,0
0.98,7.14921,0.072,0
0.98,13.609878,0.1106,0
1.06,1.742169,0.0289,0
1.06,7.810253,0.0785,0
0.94,2.588309,0.0361,0
0.94,6.679195,0.068,0
0.93,7.9194,0.074,0
0.93,11.90715,0.0971,0
0.93,2.50856,0.0344,0
0.9,10.098858,0.088261622,0
0.9,21.574023,0.14640115,0
0.9,2.858646,0.038050816,0
0.9,4.162817,0.049,0
1.01,14.786889,0.1184,0
1.11,39.721386,0.2358487,0
0.94,15.852975,0.1208,0
0.94,28.482786,0.17876143,0
1.16,48.324222,0.27275464,0
1.0,8.357881,0.0806,0
0.8,17.042868,0.12029143,0
0.8,3.3596055,0.040744132,0
0.8,7.4500177,0.06928583,0
0.73,3.225338,0.0385,0
0.73,7.374694,0.0668,0
0.86,2.849883,0.037401905,0
0.96,1.05979,0.020063799,0
0.96,22.779878,0.15510801,0
0.97,3.405164,0.043838816,0
0.79,9.695101,0.082240703,0
1.01,7.055784,0.072218234,0
0.95,26.672263,0.17170806,0
0.79,18.294549,0.12558364,0
0.94,12.48749,0.10316577,0
0.93,4.190948,0.049645366,0
0.74,2.080615,0.028843498,0
0.68,9.325038,0.07638,0
0.68,15.50192,0.10935935,0
0.91,0.570233,0.013038418,0
0.88,0.669558,0.014350352,0
0.67,9.79551,0.0785,0
1.07,8.13087,0.080921172,0
1.05,8.596802,0.0834,0
1.0,8.269648,0.080014293,0
0.7,2.1748,0.028,0
1.1,14.074524,0.11774151,0
1.05,8.679885,0.083994073,0
1.02,3.901287,0.048810682,0
1.02,6.66767,0.069773795,0
1.02,11.137278,0.098226573,0
0.6,0.381078,0.0088,0
0.96,13.683256,0.1104,0
1.01,2.399094,0.03518154,0
1.0,15.387063,0.1211,0
1.06,0.50565,0.0127,0
1.06,4.56327,0.0549,0
0.91,4.47904,0.0516,0
0.91,10.09489,0.0886,0
1.27,15.87209,0.134,0
0.88,3.27108,0.0413,0
0.95,13.621832,0.10970871,0
0.71,2.69828,0.0338,0
0.87,0.58426,0.0131,0
0.87,8.32727,0.0769,0
1.11,2.86041,0.0409,0
1.01,13.841901,0.11317413,0
1.19,11.168454,0.10700668,0
0.8,2.46746,0.03317,0
0.8,7.06142,0.06687,0
0.8,24.3662,0.1527,0
1.23,2.1805577,0.0353,0
1.19,3.20466,0.046,0
0.4,5.24,0.0441,0
0.4,7.775,0.0576,0
0.4,10.115,0.0685,0
1.07,20.88977,0.15206909,0
1.07,42.3391,0.24370324,0
0.58,6.034,0.0513,0
0.58,20.523,0.1159,0
0.71,26.8199,0.1567,0
0.38,6.51389,0.0494,0
1.29,11.54182,0.1087,0
1.29,24.94598,0.1817,0
0.86,21.06884,0.1418,0
0.83,11.89307,0.0959,0
0.87,5.76918,0.0602,0
0.74,2.25021,0.0304,0
0.74,6.49424,0.0615,0
0.88,7.17256,0.0699,0
1.32,12.409,0.1151,0
0.29,3.484552,0.03085237,0
0.8,4.01457,0.0459,0
0.52,9.30075,0.0694,0
0.79,13.81513,0.1041,0
1.08,4.00167,0.0506,0
0.71,4.09639,0.0448,0
0.71,12.11839,0.0923,0
0.71,1.96417,0.0274,0
0.84,5.52011,0.0578,0
0.52,1.60588,0.0216,0
1.21,19.0921,0.149,0
1.14,15.48043,0.1271,0
0.56,14.5665,0.0962,0
1.39,2.6266657,0.0404,0
1.1,11.63344,0.1097571,0
0.88,50.818947,0.25982154,0
0.5,5.840002,0.05023,0
0.5,19.660302,0.11283,0
0.92,2.369172,0.033879105,0
0.69,0.658524,0.01306,0
0.69,7.814,0.067959888,0
0.69,14.697,0.10361432,0
0.69,19.482,0.12501547,0
0.84,2.151894,0.0308,0
0.84,9.326841,0.0819,0
1.16,4.144965,0.0531,0
0.87,6.771315,0.069131164,0
0.85,1.543069,0.0247,0
0.85,4.400028,0.0497,0
0.83,8.562421,0.077,0
0.81,14.453533,0.1081,0
0.9,11.716332,0.0974,0
0.81,14.129714,0.1064,0
0.79,3.280961,0.04,0
0.79,8.438756,0.075,0
0.82,18.718269,0.1291,0
1.02,6.326763,0.0675,0
1.4,3.334966,0.0488,0
0.79,7.122605,0.067,0
0.26,2.260455,0.0214,0
1.11,19.895202,0.1488,0
0.82,8.687721,0.0773,0
0.94,4.169836,0.0499,0
0.89,1.921036,0.0291,0
0.63,4.795069,0.047855134,0
0.83,3.471745,0.03817,0
0.83,7.138048,0.0824,0
0.83,10.45582,0.1178,0
0.83,14.76289,0.18041,0
0.64,27.359,0.1768,0
1.06,14.893291,0.13437759,0
0.33,31.393463,0.164,1
0.95,13.156969,0.107,0
0.94,3.2588321,0.042261846,0
1.19,9.21165,0.0923,0
1.19,48.36685,0.305,0
0.93,2.225177,0.03261,0
0.96,13.1225,0.10738518,0
0.99,2.50387,0.035958022,0
0.74,4.024867,0.0451,0
0.6,10.05449,0.0769,0
0.6,24.64354,0.1399,0
0.6,44.55983,0.2076,1
0.9,4.098503,0.04839,0
0.91,1.25785,0.022,0
0.86,8.991828,0.08035,0
0.86,20.66186,0.1399,0
0.86,31.7142,0.1862,0
0.86,4.34882,0.04951,0
0.56,5.424865,0.049792605,0
1.15,2.995633,0.0426,0
0.7,5.608352,0.055396,0
0.7,2.399964,0.03126195,0
0.79,1.422614,0.0223,0
0.79,5.340888,0.054,0
0.9,4.44117,0.0511,0
0.9,6.42904,0.0654,0
0.9,14.09189,0.1103,0
2.24,4.01593,0.064681932,0
2.24,10.56103,0.0964,0
0.66,4.60543,0.047156075,0
0.64,10.003417,0.0782496,0
0.7,6.68796,0.0617,0
0.57,3.471149,0.03719204,0
0.57,2.198884,0.027432752,0
1.15,5.65688,0.0651,0
0.5,1.7292684,0.0224,0
0.96,19.1541,0.13821,0
0.75,31.6372,0.1779,0
0.77,20.5065,0.1344,0
0.51,2.77065,0.0309,0
0.61,5.73594,0.0532,0
0.61,10.93241,0.0818,0
0.61,8.7529,0.0705,0
1.69,3.535055,0.054,0
0.85,12.20772,0.098,0
0.42,9.7843,0.0671,0
0.7,2.849258,0.03486,0
0.68,9.0063,0.0746,0
0.89,7.05254,0.0692,0
0.89,2.53726,0.035,0
0.89,22.8827,0.1517,0
0.77,20.6921,0.1354,0
0.77,11.2954,0.0905,0
0.97,30.94191,0.1898,0
0.97,3.00265,0.045,0
1.21,2.57302,0.0392,0
0.77,6.67202,0.0636,0
0.77,16.1966,0.1148,0
1.4,20.257,0.1627,0
1.4,25.4556,0.189,0
0.74,6.53044,0.0619,0
0.87,12.6475,0.1014,0
1.11,5.06963,0.05983,0
0.73,8.05428,0.0708,0
0.55,7.06599,0.0591,0
0.97,28.67992,0.1814,0
0.94,13.97896,0.1112,0
0.48,6.98541,0.0559,0
0.27,5.577212,0.040242,0
0.27,15.189034,0.0784719,0
0.27,7.760178,0.0503025,0
0.27,24.158868,0.1066413,1
1.05,7.49543,0.07619,0
0.96,19.5666,0.1402,0
1.16,7.8142,0.081,0
1.16,18.311,0.1429,0
0.8,8.199796,0.074583647,0
1.06,10.99573,0.0987,0
0.78,10.35239,0.0856,0
0.78,5.06416,0.0532,0
0.9,19.0918,0.135,0
0.9,5.605,0.0596,0
0.9,28.867253,0.17777092,0
0.75,6.102325,0.0591062,0
0.48,2.74697,0.03014,0
0.48,9.99767,0.07131,0
0.95,6.4215,0.0665,0
0.95,27.86,0.1768,0
0.57,0.684533,0.01263,0
0.79,8.77683,0.077,0
1.16,9.726618,0.094,0
0.26,4.6122,0.0345,0
0.35,1.096026,0.01462,0
0.3,18.4498,0.091,1
0.63,13.733314,0.096,0
0.63,2.900706,0.03563175,0
0.29,1.419549,0.0164,0
0.44,10.134016,0.0696,0
1.2,8.406726,0.086,0
1.2,10.136448,0.0974,0
1.63,18.251985,0.1597,0
1.32,1.217514,0.024661208,0
1.11,4.1662739,0.0525,0
1.44,4.7361,0.062312867,0
1.59,5.031623,0.06708,0
1.24,1.7100566,0.03005,0
2.06,3.32944,0.055511047,0
1.21,0.9689951,0.02044,0
1.64,3.0801716,0.04881,0
1.52,2.8717518,0.0455,0
1.62,4.6117093,0.0637,0
1.54,4.11379,0.058011114,0
1.76,3.4741085,0.0542,0
1.46,3.6127647,0.05224,0
0.94,2.255251,0.03302,0
1.96,2.70339,0.047519009,0
1.2,2.9895932,0.04317,0
1.42,7.8457,0.088936133,0
1.42,1276.0,2.4426995,0
1.76,2.73477,0.046198476,0
0.81,3.24406,0.040001638,0
2.52,1.4811235,0.03462,0
1.01,854.083,1.7671908,0
0.98,1322.3,2.3413785,0
1.07,440.7813,1.1590966,0
0.98,1320.1,2.3387808,0
1.63,840.0,2.0730838,0
1.04,31.8099,0.19901946,0
1.04,75.2,0.35318256,0
0.98,572.3847,1.3398113,0
1.82,17.85523,0.20549679,0
0.99,86.647661,0.49583294,0
1.72,1.763588,0.036410007,0
0.96,10.95416,0.095352357,0
0.96,22.3395,0.15549587,0
1.02,20.4415,0.14729443,0
1.02,13.6088,0.1123003,0
0.95,3.90512,0.0477,0
1.2,7.008151,0.074,0
1.2,8.719375,0.089,0
1.2,59.73667,0.32,0
1.2,91.93913,0.42,0
1.2,124.9144,0.48,0
1.2,210.60697,0.71,0
1.2,331.60059,1.01,0
1.01,141.24167,0.59968627,0
0.5,0.240104,0.006,0
0.5,0.342887,0.0076,0
1.28,3.743208,0.052789688,0
1.28,10.423648,0.11066518,0
1.28,22.342989,0.16844075,0
1.28,54.32031,0.30465498,0
0.89,1.706291,0.0269,0
0.28,121.54,0.31922595,0
0.91,0.837491,0.0172,0
0.91,45.294301,0.24092715,0
1.08,6.88705,0.072667402,0
1.08,12.8159,0.1099386,0
1.08,35.3331,0.21615833,0
1.4,120.01813,0.53257833,0
0.9,14.30512,0.11132296,0
1.22,4.3364293,0.055596956,0
1.11,3.5548569,0.047188042,0
1.11,5.2878979,0.061490202,0
1.0,6.4980152,0.06813392,0
0.78,19.76172,0.13165103,0
0.73,5.1850021,0.052777619,0
0.81,12.439312,0.097919414,0
0.59,11.350119,0.082882055,0
1.17,3.4876812,0.047575285,0
1.17,6.02976,0.0684,0
0.86,34.268571,0.19630877,0
0.91,5.753222,0.060878523,0
0.95,5.5086044,0.059994552,0
0.81,18.93055,0.12955277,0
0.88,16.571104,0.12187223,0
1.49,16.004942,0.14193006,0
0.99,1.9545243,0.030484705,0
0.99,105.65514,0.43582793,0
0.93,7.2340047,0.071436976,0
0.91,49.101351,0.25424495,0
0.7,1.4112299,0.021857847,0
0.81,5.28696,0.055353095,0
0.81,7.07142,0.067195829,0
0.81,10.3117,0.086408821,0
0.81,16.1457,0.11651339,0
0.81,27.4536,0.16598574,0
0.87,96.91515,0.39410364,0
0.89,13.474696,0.10657423,0
0.71,10.994699,0.086308036,0
0.93,62.138771,0.29962566,0
0.81,66.416213,0.29912588,0
1.09,37.322949,0.22488943,0
0.79,36.515605,0.19908457,0
0.91,1.9078052,0.029166167,0
0.9,2.5146243,0.034933261,0
0.82,4.4176965,0.049307322,0
1.09,15.9654,0.12767473,0
1.09,179.612,0.64102552,0
0.8,19.329524,0.13082387,0
1.09,1.2262173,0.023069066,0
0.77,3.2901179,0.039671696,0
0.94,7.5605281,0.073833523,0
0.83,12.124009,0.097043496,0
0.98,2.7140775,0.037815201,0
0.95,122.88081,0.47541566,0
0.82,1.0637887,0.019084659,0
0.87,148.46034,0.52370851,0
0.79,0.93488424,0.017293801,0
0.98,201.1214,0.66715047,0
1.06,24.757642,0.1694667,0
0.75,10.132026,0.083239124,0
0.92,38.50534,0.21699655,0
1.08,6.7740887,0.07187062,0
0.86,26.410455,0.16501609,0
1.04,14.37508,0.11719998,0
1.08,56.188689,0.29449873,0
1.08,3.188976,0.043492894,0
0.75,6.9210102,0.0645619,0
0.51,3.2734607,0.034464424,0
0.96,5.4122,0.0732897,0
0.96,7.1262,0.071477931,0
1.09,15.378755,0.12452766,0
1.09,21.128457,0.15389703,0
1.43,25.962002,0.19327709,0
1.03,34.853828,0.21084127,0
0.74,2.4143516,0.031850809,0
1.22,4.3065569,0.055341334,0
0.98,2.2950362,0.033815146,0
1.12,27.495606,0.18510768,0
1.07,14.088274,0.11673722,0
0.73,110.96546,0.40682635,0
0.75,3.764191,0.043017425,0
1.0,6.16486,0.065784721,0
1.0,13.5708,0.11132171,0
1.0,23.9802,0.16270895,0
1.0,43.8445,0.24328742,0
0.99,46.877937,0.25353249,0
1.09,2.7579827,0.0396016,0
0.75,9.3041208,0.07864061,0
1.09,14.079715,0.11741249,0
0.85,16.540803,0.12032437,0
0.94,3.6093089,0.045099134,0
0.94,2.3703074,0.034073908,0
0.98,1.9315598,0.030143269,0
0.95,0.76212926,0.016048576,0
1.01,16.923441,0.12940244,0
0.99,23.89903,0.16179862,0
1.24,3.1800218,0.04544,0
1.24,4.901452,0.06064,0
1.24,7.95839,0.08377,0
1.24,14.749143,0.12639,0
1.21,6.2216147,0.070529925,0
0.86,6.1799844,0.062661477,0
1.2,1.5690665,0.028075717,0
1.0,8.6788859,0.082632751,0
1.0,4.0258225,0.049516047,0
0.6,5.9456653,0.054161865,0
0.56,1.5237282,0.021355539,0
0.79,6.1472792,0.060697929,0
1.02,34.351187,0.20813133,0
0.94,3.0072524,0.039933014,0
1.08,13.245032,0.11237926,0
1.1,77.25484,0.36637368,0
0.88,3.8569186,0.046113783,0
1.03,1.5432066,0.02638789,0
0.81,33.417799,0.18922992,0
1.12,2.0533368,0.032826331,0
1.11,219.32175,0.73678094,0
0.7,18.784257,0.12276416,0
0.7,161.51633,0.51525225,0
0.96,0.69384285,0.015127739,0
1.08,23.127486,0.16295578,0
0.52,5.1324856,0.046816164,0
1.04,6.48163,0.068914429,0
1.04,21.2227,0.15195714,0
0.86,198.68018,0.63354689,1
1.01,1.4347416,0.024972716,0
0.99,58.601793,0.29421303,0
1.13,25.082463,0.17462878,0
1.13,89.722292,0.40844724,0
1.14,78.100023,0.37346104,0
0.94,4.2710309,0.05045536,0
0.66,2.8922175,0.03458158,0
0.82,187.74703,0.60047682,0
0.99,2.5430729,0.036332377,0
1.01,2.1684526,0.032888946,0
0.96,10.3039,0.091092138,0
0.96,13.0241,0.10703617,0
0.96,22.6845,0.15500124,0
0.96,31.9996,0.19501404,0
0.96,46.6888,0.25002113,0
0.96,118.3807,0.4712425,0
1.21,6.4220006,0.072036329,0
0.94,81.315106,0.35974907,0
0.96,51.328562,0.26658726,0
1.11,19.79192,0.14823218,0
1.3,5.0372801,0.062751109,0
0.71,4.4215722,0.047023341,0
1.11,1.2527522,0.023542937,0
0.86,0.57103852,0.012807154,0
0.88,4.5100575,0.051182932,0
1.05,37.646738,0.22338683,0
0.73,9.6931203,0.080092696,0
1.1,8.7961786,0.086066963,0
1.34,14.362679,0.12745831,0
1.12,42.300495,0.24668678,0
0.87,14.974357,0.11347881,0
1.6,23.554073,0.18804433,0
0.95,41.697783,0.23129136,0
0.95,4.7902846,0.054658574,0
0.96,38.671507,0.22072967,0
1.11,8.3265153,0.083226074,0
0.78,2.9490291,0.037039102,0
1.29,13.151411,0.11867367,0
0.92,42.191736,0.23063424,0
0.93,4.3394645,0.050811416,0
0.35,2.852349,0.027733243,0
0.95,17.670064,0.13048969,0
0.92,108.59333,0.43315263,0
0.97,5.1233035,0.057561688,0
0.94,61.617817,0.29901277,0
1.0,24.33978,0.16433144,0
1.0,76.536959,0.35271482,0
0.75,4.754,0.050261575,0
0.75,8.92507,0.076489954,0
0.9,5.4529818,0.058525673,0
1.03,3.5323245,0.045831319,0
0.87,62.891623,0.29540048,0
0.93,11.555623,0.09761865,0
0.84,17.13264,0.12269274,0
0.96,76.957857,0.3492223,0
0.72,2.3617243,0.031100916,0
1.5,23.921079,0.18594899,0
0.95,3.1706001,0.041512453,0
0.94,0.81316672,0.016698286,0
0.76,24.086271,0.14892255,0
1.01,2.3445119,0.034645883,0
0.97,18.302725,0.13451704,0
0.81,2.8889048,0.036996449,0
0.81,210.63059,0.64568231,0
0.98,17.146473,0.12923142,0
0.79,3.9707677,0.045356016,0
0.74,2.3522658,0.031302406,0
1.09,10.62785,0.097337907,0
0.81,1.1044635,0.019488218,0
1.02,3.730899,0.047378932,0
0.76,2.7878684,0.0353695,0
0.88,65.647842,0.30512943,0
0.55,1.6468019,0.022355858,0
0.91,1.7558353,0.027595983,0
1.26,5.1856142,0.063314017,0
1.26,8.4580831,0.087729915,0
1.03,33.469743,0.20522183,0
1.0,11.895205,0.10195868,0
0.76,4.4574316,0.048361958,0
1.41,13.539629,0.12463895,0
1.19,22.708168,0.16626977,0
0.92,7.9703496,0.075931809,0
0.59,10.712525,0.079748307,0
0.89,32.563707,0.19192378,0
1.22,6.117869,0.069935274,0
0.85,3.9759977,0.046517169,0
1.13,9.478522,0.091277301,0
0.9,33.240688,0.19530067,0
0.79,1.0039337,0.018135183,0
0.87,55.822654,0.27282844,0
1.24,6.1100913,0.070255757,0
1.13,18.795923,0.1446756,0
1.13,50.790391,0.28054627,0
0.8,9.9896933,0.084250856,0
1.58,1.4425922,0.029095398,0
0.92,26.020442,0.16710212,0
0.86,0.7698536,0.015629597,0
1.04,6.8922522,0.071795096,0
0.9,37.94563,0.21332001,0
1.01,24.173858,0.16412724,0
0.98,106.24755,0.43597764,0
0.8,31.80634,0.18234003,0
0.84,2.6850575,0.035664683,0
1.09,16.860129,0.13240132,0
1.17,4.8933752,0.059426094,0
1.04,11.173946,0.099081306,0
1.0,28.505719,0.18258464,0
1.05,53.599104,0.28271208,0
0.96,104.3519,0.42782572,0
0.95,16.076776,0.12252275,0
1.06,18.870641,0.14140647,0
1.04,17.136954,0.13176794,0
1.11,3.7885898,0.049234432,0
0.76,10.458434,0.085393577,0
0.85,5.6001485,0.058449692,0
0.86,25.203479,0.15994943,0
1.08,2.8326521,0.040189533,0
0.94,16.223713,0.12283412,0
0.74,8.4964224,0.073690391,0
0.98,66.184903,0.31799788,0
0.78,2.0323184,0.028898075,0
0.93,7.6847716,0.074374578,0
0.94,15.04472,0.11680863,0
1.17,4.4379629,0.0553,0
0.74,1.1185497,0.019070276,0
1.15,15.187259,0.12571732,0
1.03,28.685132,0.18516542,0
0.64,0.58800076,0.011834633,0
1.03,85.735028,0.38420309,0
0.84,1.0783904,0.019414221,0
0.8,1.2169977,0.020704561,0
1.06,13.682371,0.11412631,0
0.8,11.085076,0.090302273,0
1.23,25.369116,0.18100122,0
0.94,8.0712407,0.077122135,0
0.96,11.018168,0.095573958,0
1.1,12.941301,0.11133347,0
1.14,5.3498241,0.062522669,0
0.85,18.826343,0.13116758,0
0.95,4.7670396,0.05448161,0
0.99,4.3703454,0.052127287,0
1.06,2.0323251,0.032009111,0
1.06,22.922127,0.16098354,0
1.25,16.104677,0.13441495,0
1.0,7.4269374,0.074481669,0
0.87,12.00096,0.097909909,0
0.84,1.9169443,0.028488897,0
0.8,16.301259,0.11677602,0
1.18,13.323516,0.11620268,0
1.13,7.0107543,0.074652703,0
1.02,17.292345,0.13170802,0
0.97,94.288758,0.40124235,0
0.78,0.57736958,0.012488502,0
0.54,86.828989,0.31242851,1
1.06,9.9566154,0.09233209,0
1.01,10.417252,0.093637999,0
0.92,26.783918,0.17035501,0
1.16,45.126304,0.2605846,0
0.8,11.94014,0.094888266,0
0.93,4.1605586,0.049405082,0
0.86,31.057162,0.18384433,0
0.94,84.573323,0.36929588,0
1.3,4.1478756,0.055128285,0
1.4,5.1910402,0.065622861,0
0.98,4.8663815,0.055811327,0
0.84,18.55257,0.12938146,0
0.77,13.627984,0.10232008,0
0.96,16.832073,0.1267725,0
1.46,3.7042817,0.053141015,0
0.86,4.354093,0.049614373,0
0.86,2.9365847,0.038156692,0
0.73,11.322715,0.088835026,0
0.86,13.712202,0.10659754,0
1.21,7.4672541,0.079654803,0
1.19,24.334713,0.17411761,0
0.99,2.6075438,0.036943867,0
0.92,45.090464,0.24108045,0
1.06,15.054033,0.12163169,0
0.97,68.886191,0.32547797,0
0.78,9.9911331,0.08355086,0
0.78,3.6008428,0.042313328,0
0.78,5.7271723,0.057654683,0
1.08,36.291934,0.22005145,0
1.17,12.412775,0.110531,0
0.9,2.6683138,0.036342515,0
0.99,0.98494017,0.019304616,0
0.8,0.66308526,0.013811869,0
1.06,19.118775,0.14264336,0
0.82,48.430899,0.24333012,0
0.99,8.6790024,0.082357122,0
0.84,4.5513997,0.05070288,0
0.99,0.96852602,0.01908954,0
0.71,6.4944129,0.06076063,0
0.8,28.474748,0.16937377,0
1.15,13.031394,0.11351923,0
1.06,40.990399,0.23717357,0
1.1,37.333154,0.22561618,0
1.28,6.033562,0.07040909,0
1.13,3.0255955,0.04263271,0
1.06,51.13097,0.27483216,0
0.94,28.625653,0.1793587,0
1.45,6.981527,0.080897017,0
1.23,3.6569111,0.04976082,0
1.14,12.57201,0.11051324,0
0.94,40.836501,0.2272922,0
1.11,3.2394134,0.044353524,0
1.21,23.47741,0.17095094,0
1.09,15.09,0.12296397,0
1.09,22.804,0.16192942,0
1.2,66.557906,0.34148353,0
0.87,3.1160279,0.039848948,0
0.92,2.1319465,0.031522672,0
1.16,12.946098,0.11334999,0
0.84,0.66407381,0.014052282,0
1.2,14.796746,0.12531819,0
1.0,11.254029,0.098261092,0
0.96,11.476859,0.098208408,0
1.2,2.7612242,0.040923341,0
1.1,7.9901963,0.080725749,0
0.95,4.6950013,0.053931343,0
0.84,8.6304328,0.077676748,0
0.95,3.276464,0.042431432,0
1.18,5.5765478,0.065020032,0
